,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,first_genre,second_genre,third_genre,top_critic_review_count,review_count,star_power
220,Serenity,39000000,11.919995,2005,"50,890,537.35",119,7.4,1287,Action & Adventure,Science Fiction & Fantasy,,40,178,1
221,Serenity,39000000,11.919995,2005,"50,890,537.35",119,7.4,1287,Drama,Mystery & Suspense,,40,178,1
222,In Bruges,15000000,9.895652,2008,"41,013,879.76",107,7.4,1414,Comedy,Drama,,49,191,1
223,Iron Man,140000000,22.073099,2008,"694,979,324.50",126,7.4,8951,Action & Adventure,Science Fiction & Fantasy,,55,274,1
224,Deadpool,58000000,187.860492,2016,"834,341,619.71",108,7.4,11444,Action & Adventure,Comedy,Science Fiction & Fantasy,48,334,1
225,Lone Survivor,40000000,10.855502,2013,"163,840,708.91",121,7.4,1549,Action & Adventure,Drama,,46,216,1
226,The Goonies,19000000,14.280703,1985,"146,155,881.44",114,7.4,1563,Action & Adventure,Comedy,Kids & Family,7,34,1
227,The Incredibles,92000000,22.220214,2004,"854,736,595.68",115,7.4,5290,Animation,Comedy,Kids & Family,48,230,1
228,Midnight in Paris,30000000,11.43256,2011,"171,814,959.09",94,7.4,2049,Comedy,Romance,,52,216,1
229,Star Trek Into Darkness,190000000,15.78129,2013,"512,898,254.95",132,7.4,4479,Science Fiction & Fantasy,,,54,280,1
230,The Age of Adaline,25000000,10.542026,2015,"70,844,302.42",112,7.4,2052,Drama,Science Fiction & Fantasy,,40,160,1
231,Office Space,10000000,12.329066,1999,"19,688,306.03",89,7.4,1068,Comedy,Special Interest,Romance,27,94,0
232,The Hunger Games: Catching Fire,130000000,25.309139,2013,"929,983,590.89",146,7.4,6656,Action & Adventure,Science Fiction & Fantasy,,58,279,1
233,Mary Poppins,6000000,15.11549,1964,"843,585,041.74",139,7.4,1217,Classics,Comedy,Kids & Family,8,40,1
234,Donnie Brasco,35000000,12.201954,1997,"66,840,453.16",127,7.4,1175,Drama,Mystery & Suspense,,18,54,1
235,The Avengers,220000000,89.887648,2012,"1,692,295,111.44",143,7.4,12000,Action & Adventure,,,21,75,1
236,The Wizard of Oz,2777000,22.064932,1939,"620,945,687.91",102,7.4,1689,Classics,Kids & Family,Musical & Performing Arts,30,108,1
237,Drive,15000000,15.388875,2011,"88,744,414.20",100,7.4,3832,Action & Adventure,Drama,Mystery & Suspense,52,254,1
238,Moulin Rouge!,52500000,13.691781,2001,"258,751,412.05",127,7.4,1348,Drama,Musical & Performing Arts,Romance,43,188,1
239,The Terminator,6400000,19.293562,1984,"192,873,107.22",108,7.4,4208,Action & Adventure,Science Fiction & Fantasy,,14,54,1
240,Tangled,260000000,14.684761,2010,"693,819,189.07",100,7.4,3419,Animation,Comedy,Kids & Family,46,220,0
241,Hercules,85000000,14.048694,1997,"402,607,378.35",93,7.3,1741,Animation,Kids & Family,Science Fiction & Fantasy,15,51,1
242,Hercules,85000000,14.048694,1997,"402,607,378.35",93,7.3,1741,Action & Adventure,Science Fiction & Fantasy,,15,51,1
243,Hercules,100000000,19.606895,2014,"262,937,811.58",99,5.6,1707,Animation,Kids & Family,Science Fiction & Fantasy,15,51,1
244,Hercules,100000000,19.606895,2014,"262,937,811.58",99,5.6,1707,Action & Adventure,Science Fiction & Fantasy,,15,51,1
245,Black Swan,13000000,12.989056,2010,"384,316,432.91",108,7.3,4562,Drama,Mystery & Suspense,,50,297,1
246,If I Stay,11000000,9.659244,2014,"85,206,156.97",106,7.3,1415,Drama,,,37,138,1
247,The Bourne Identity,60000000,21.040126,2002,"304,216,515.16",119,7.3,3640,Action & Adventure,Mystery & Suspense,,42,187,1
248,Pitch Perfect,17000000,11.03595,2012,"128,462,996.20",112,7.3,2310,Comedy,Musical & Performing Arts,,43,149,1
249,10 Things I Hate About You,16000000,12.069966,1999,"82,079,033.89",97,7.3,1768,Comedy,,,19,66,0
250,Road to Perdition,80000000,13.426684,2002,"257,265,580.46",117,7.3,1102,Drama,,,44,209,1
251,Moonlight,4000000,14.171675,2016,"69,301,824.44",111,7.3,1831,Drama,Mystery & Suspense,,6,10,0
252,Moonlight,4000000,14.171675,2016,"69,301,824.44",111,7.3,1831,Drama,,,6,10,0
253,Unbroken,65000000,10.543955,2014,"176,562,564.39",137,7.3,1437,Drama,,,48,223,0
254,The Bourne Ultimatum,70000000,18.173269,2007,"546,213,854.74",115,7.3,2938,Action & Adventure,Drama,Mystery & Suspense,54,262,1
255,Mad Max: Fury Road,150000000,29.36178,2015,"408,751,382.02",120,7.3,9629,Action & Adventure,Science Fiction & Fantasy,,56,406,1
256,The Longest Ride,34000000,10.264416,2015,"67,985,214.99",128,7.3,1083,Drama,,,36,120,0
257,Zodiac,65000000,19.083823,2007,"104,581,563.96",157,7.3,2080,Mystery & Suspense,,,58,246,1
258,Carol,11800000,8.364201,2015,"43,449,725.40",118,7.3,1014,Drama,Romance,,59,296,1
259,Gravity,105000000,18.50194,2013,"786,187,187.42",91,7.3,5879,Drama,Science Fiction & Fantasy,,61,342,1
260,The Fifth Element,90000000,24.30526,1997,"420,463,489.26",126,7.3,3962,Drama,Science Fiction & Fantasy,,16,55,1
261,Moana,150000000,9.143457,2016,"685,099,637.32",107,7.3,3471,Action & Adventure,Animation,Kids & Family,48,270,0
262,Casino Royale,150000000,23.065078,2006,"759,801,845.10",144,7.3,3930,Action & Adventure,Classics,Comedy,8,33,2
263,Casino Royale,150000000,23.065078,2006,"759,801,845.10",144,7.3,3930,Action & Adventure,Mystery & Suspense,,8,33,2
264,Ghostbusters,30000000,22.089729,1984,"726,523,848.05",107,7.3,2431,Action & Adventure,Comedy,Science Fiction & Fantasy,58,374,1
265,Ghostbusters,144000000,17.162744,2016,"244,137,575.21",116,5.3,2203,Action & Adventure,Comedy,Science Fiction & Fantasy,58,374,1
266,Man on Fire,70000000,9.635691,2004,"176,368,992.43",146,7.3,1583,Action & Adventure,Drama,Mystery & Suspense,43,151,1
267,Apollo 13,52000000,18.761467,1995,"596,025,849.53",140,7.3,1637,Action & Adventure,Drama,,31,85,1
268,The Great Gatsby,105000000,17.598936,2013,"385,240,494.16",143,7.3,3885,Classics,Drama,Romance,7,28,2
269,The Great Gatsby,105000000,17.598936,2013,"385,240,494.16",143,7.3,3885,Drama,Romance,,7,28,2
270,Jackie Brown,12000000,16.415498,1997,"63,205,155.91",154,7.3,1580,Action & Adventure,Drama,Mystery & Suspense,20,79,1
271,Saving Mr. Banks,35000000,15.130888,2013,"123,509,223.63",125,7.3,1256,Comedy,Drama,,50,251,1
272,Now You See Me,75000000,17.852022,2013,"129,165,696.12",115,7.3,5635,Mystery & Suspense,,,34,163,1
273,Inside Man,45000000,13.393548,2006,"233,854,207.08",129,7.3,1671,Action & Adventure,Drama,Mystery & Suspense,49,198,1
274,Avengers: Age of Ultron,280000000,37.37942,2015,"1,516,294,196.44",141,7.3,6908,Action & Adventure,Science Fiction & Fantasy,,58,353,1
275,The Artist,15000000,11.440948,2011,"151,706,453.00",100,7.3,1075,Comedy,Drama,Romance,60,306,1
276,"O Brother, Where Art Thou?",26000000,12.434175,2000,"106,717,370.58",106,7.3,1144,Comedy,Drama,,36,143,1
277,The Revenant,135000000,23.501228,2015,"575,001,871.80",156,7.3,6558,Action & Adventure,Comedy,Horror,10,25,1
278,The Revenant,135000000,23.501228,2015,"575,001,871.80",156,7.3,6558,Action & Adventure,Drama,,10,25,1
279,Predator,18000000,18.495694,1987,"221,116,457.95",107,7.3,2129,Action & Adventure,Horror,,6,40,1
280,Creed,37000000,33.449723,2015,"187,262,575.79",133,7.3,1963,Drama,,,53,294,1
281,Frozen,150000000,24.248243,2013,"1,398,359,659.23",102,7.3,5440,Drama,Horror,Mystery & Suspense,29,94,1
282,Frozen,150000000,24.248243,2013,"1,398,359,659.23",102,7.3,5440,Action & Adventure,Animation,Comedy,29,94,1
283,Begin Again,8000000,10.289628,2013,"69,647,918.27",104,7.3,1285,Comedy,Drama,Musical & Performing Arts,46,161,1
284,The Last Samurai,140000000,19.582325,2003,"634,746,040.44",154,7.3,1946,Action & Adventure,Drama,,45,207,1
285,Coraline,60000000,16.639915,2009,"148,528,200.32",100,7.3,1432,Action & Adventure,Animation,Kids & Family,52,261,1
286,District 9,30000000,11.589835,2009,"251,312,701.78",112,7.3,3451,Action & Adventure,Drama,Science Fiction & Fantasy,52,308,0
287,The Curious Case of Benjamin Button,150000000,17.934821,2008,"396,592,817.57",166,7.3,3398,Drama,Science Fiction & Fantasy,Romance,50,241,1
288,The Wrestler,6000000,7.903956,2008,"53,092,482.68",109,7.3,1031,Drama,,,48,224,1
289,Training Day,45000000,13.664622,2001,"151,422,093.61",122,7.3,1665,Action & Adventure,Drama,Mystery & Suspense,37,152,1
290,American Psycho,7000000,13.686715,2000,"50,882,464.66",102,7.3,2128,Comedy,Drama,Horror,38,136,1
291,Furious 7,190000000,27.275687,2015,"1,625,096,883.34",137,7.3,4253,Action & Adventure,Mystery & Suspense,,52,266,1
292,Predestination,5500000,10.524204,2014,"3,240,811.15",97,7.3,1971,Mystery & Suspense,Science Fiction & Fantasy,,29,104,1
293,The Big Short,28000000,13.143061,2015,"143,867,939.17",130,7.3,2679,Drama,,,53,313,1
294,Shrek,60000000,17.987728,2001,"699,398,289.34",90,7.3,4183,Animation,Comedy,Kids & Family,48,200,1
295,Toy Story 2,90000000,17.547693,1999,"763,365,596.66",92,7.3,3914,Animation,Comedy,Kids & Family,43,159,1
296,The Machinist,5000000,10.737565,2004,"11,104,114.29",101,7.3,1280,Drama,Mystery & Suspense,,39,140,1
297,Southpaw,30000000,12.370126,2015,"98,946,003.22",123,7.3,2112,Drama,,,53,232,1
298,Being John Malkovich,13000000,11.416319,1999,"35,091,365.53",112,7.3,1124,Comedy,Drama,Science Fiction & Fantasy,26,123,1
299,The Butterfly Effect,13000000,12.994939,2004,"130,030,499.69",113,7.3,2119,Drama,Mystery & Suspense,Science Fiction & Fantasy,37,158,1
300,Changeling,55000000,11.672394,2008,"134,227,957.29",141,7.3,1151,Drama,Mystery & Suspense,,49,200,1
301,Sin City,40000000,15.010525,2005,"207,825,078.21",124,7.2,2755,Action & Adventure,Drama,Mystery & Suspense,50,243,1
302,Finding Neverland,25000000,15.529604,2004,"158,058,276.17",106,7.2,1269,Drama,,,45,193,1
303,The Bourne Supremacy,75000000,20.40426,2004,"390,521,468.96",108,7.2,2873,Action & Adventure,Drama,Mystery & Suspense,43,188,1
304,Get Out,5000000,36.894806,2017,"263,351,439.11",104,7.2,2978,Horror,Mystery & Suspense,,57,359,0
305,Crash,6500000,9.785147,2004,"133,210,442.55",112,7.2,1172,Drama,,,52,231,1
306,The Judge,50000000,17.887943,2014,"90,439,575.46",141,7.2,1433,Comedy,Drama,,46,195,1
307,Baby Driver,34000000,228.032744,2017,"234,220,906.85",113,7.2,2083,Action & Adventure,Drama,,48,365,0
308,Saw,1200000,23.508433,2004,"140,657,563.60",103,7.2,2255,Horror,Mystery & Suspense,,43,180,0
309,Match Point,15000000,9.020372,2005,"111,688,888.03",124,7.2,1134,Drama,Mystery & Suspense,,50,211,1
310,Chef,11000000,8.720309,2014,"49,657,798.81",114,7.2,1203,Comedy,,,43,182,1
311,Les Misérables,61000000,13.52408,2012,"492,032,918.94",157,7.2,1925,Drama,Musical & Performing Arts,Romance,46,245,1
312,Life of Pi,120000000,14.045042,2012,"678,247,106.58",127,7.2,5912,Action & Adventure,Drama,,52,242,1
313,End of Watch,7000000,7.45279,2012,"53,597,196.82",109,7.2,1186,Drama,,,47,172,1
314,The Girl with the Dragon Tattoo,90000000,8.907829,2011,"264,474,330.15",158,7.2,2479,Drama,Mystery & Suspense,,47,241,1
315,The Girl with the Dragon Tattoo,90000000,8.907829,2011,"264,474,330.15",158,7.2,2479,Art House & International,Drama,Mystery & Suspense,47,241,1
316,Fantastic Beasts and Where to Find Them,180000000,41.051421,2016,"862,286,809.55",133,7.2,5612,Action & Adventure,Kids & Family,Science Fiction & Fantasy,55,324,1
317,True Grit,38000000,10.730765,2010,"295,768,960.27",110,7.2,1701,Classics,Western,,15,23,2
318,True Grit,38000000,10.730765,2010,"295,768,960.27",110,7.2,1701,Action & Adventure,Drama,Western,15,23,2
319,The Fighter,25000000,14.141837,2010,"109,756,392.49",116,7.2,1512,Drama,Sports & Fitness,,47,242,1
320,Sicario,30000000,19.511221,2015,"90,655,701.06",121,7.2,2465,Action & Adventure,Drama,Mystery & Suspense,47,260,1
321,Wonder Woman,149000000,294.337037,2017,"856,068,626.27",141,7.2,5025,Action & Adventure,Animation,Drama,0,11,2
322,Wonder Woman,149000000,294.337037,2017,"856,068,626.27",141,7.2,5025,Action & Adventure,Drama,Science Fiction & Fantasy,0,11,2
323,Avatar,237000000,185.070892,2009,"3,323,462,343.80",162,7.2,12114,Action & Adventure,Comedy,Mystery & Suspense,57,300,1
324,The Blind Side,29000000,12.753109,2009,"368,599,368.82",129,7.2,1626,Comedy,Drama,Sports & Fitness,36,194,1
325,Law Abiding Citizen,53000000,16.639047,2009,"151,024,795.52",109,7.2,1522,Drama,Mystery & Suspense,,35,155,1
326,The Lego Batman Movie,80000000,17.070748,2017,"325,441,506.28",104,7.2,1473,Action & Adventure,Animation,Comedy,56,301,0
327,Bridge of Spies,40000000,13.707888,2015,"178,535,078.41",141,7.2,2633,Drama,Mystery & Suspense,,55,292,1
328,Zombieland,23600000,11.063029,2009,"122,058,164.93",88,7.2,3655,Comedy,Horror,,46,247,1
329,The Hangover,35000000,23.947351,2009,"547,484,835.80",100,7.2,6324,Comedy,,,47,233,1
330,Brooklyn,11000000,7.991613,2015,"66,974,131.87",111,7.2,1235,Drama,,,49,261,1
331,Nocturnal Animals,22500000,18.908782,2016,"31,166,610.31",116,7.2,1990,Drama,Mystery & Suspense,,42,287,1
332,Taken,25000000,16.367481,2008,"269,394,223.12",93,7.2,4444,Action & Adventure,Mystery & Suspense,,44,169,1
333,Hell or High Water,12000000,12.565896,2016,"40,048,262.45",102,7.2,1304,Drama,Mystery & Suspense,,51,272,0
334,Gone Baby Gone,19000000,6.148516,2007,"42,702,638.85",113,7.2,1034,Drama,Mystery & Suspense,,42,173,1
335,Stardust,70000000,14.784525,2007,"167,210,316.68",127,7.2,1215,Action & Adventure,Drama,Science Fiction & Fantasy,47,186,1
336,Arrival,47000000,30.83786,2016,"216,693,163.17",113,7.2,5729,Drama,Mystery & Suspense,Science Fiction & Fantasy,56,409,1
337,Scott Pilgrim vs. the World,60000000,13.793301,2010,"55,881,832.81",112,7.2,2185,Action & Adventure,Comedy,Romance,46,258,1
338,The Hurt Locker,15000000,9.403724,2008,"49,881,096.14",131,7.2,1881,Action & Adventure,Drama,,54,276,1
339,The Devil's Advocate,57000000,10.920124,1997,"243,663,237.15",144,7.2,1414,Action & Adventure,Drama,Horror,12,44,1
340,A Nightmare on Elm Street,1800000,13.694713,1984,"62,767,121.98",91,7.2,1212,Horror,Mystery & Suspense,,7,44,1
341,A Nightmare on Elm Street,1800000,13.694713,1984,"62,767,121.98",91,7.2,1212,Drama,Horror,Mystery & Suspense,7,44,1
342,Contact,90000000,14.374866,1997,"272,619,739.10",150,7.2,1338,Mystery & Suspense,Science Fiction & Fantasy,,21,59,1
343,Black Hawk Down,92000000,10.064446,2001,"249,765,408.02",144,7.2,1832,Action & Adventure,Drama,,41,165,1
344,Interview with the Vampire,60000000,11.970205,1994,"385,904,455.23",123,7.2,1558,Horror,Science Fiction & Fantasy,Romance,11,40,1
345,Fear and Loathing in Las Vegas,18500000,9.220346,1998,"16,754,271.89",118,7.2,1321,Comedy,Drama,Special Interest,11,56,1
346,Ocean's Eleven,85000000,12.114932,2001,"650,753,107.03",116,7.2,3857,Action & Adventure,Comedy,Drama,37,169,1
347,First Blood,15000000,14.778884,1982,"331,781,757.02",93,7.2,1523,Action & Adventure,,,8,36,1
348,Grease,6000000,7.854899,1978,"713,033,450.75",110,7.2,1633,Comedy,Musical & Performing Arts,Romance,23,64,1
349,The Fugitive,44000000,10.08937,1993,"652,744,164.93",130,7.2,1240,Drama,,,0,5,2
350,The Fugitive,44000000,10.08937,1993,"652,744,164.93",130,7.2,1240,Action & Adventure,Drama,Mystery & Suspense,0,5,2
351,Close Encounters of the Third Kind,20000000,10.610446,1977,"1,281,827,623.26",135,7.2,1122,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,14,52,1
352,The Emperor's New Groove,100000000,12.297375,2000,"251,434,898.76",78,7.2,1544,Animation,Kids & Family,Science Fiction & Fantasy,34,123,1
353,Goldfinger,2500000,13.78884,1964,"1,030,067,340.43",110,7.2,1005,Action & Adventure,Classics,Mystery & Suspense,10,52,1
354,Who Framed Roger Rabbit,70000000,16.78596,1988,"712,856,061.37",104,7.2,1466,Action & Adventure,Animation,Comedy,14,48,1
355,The Little Mermaid,40000000,17.496832,1989,"458,404,112.90",83,7.2,1921,Animation,Kids & Family,Musical & Performing Arts,13,56,0
356,Enemy at the Gates,68000000,10.704813,2001,"140,015,992.32",131,7.2,1023,Action & Adventure,Drama,,34,132,1
357,Home Alone,18000000,0.702543,1990,"932,580,500.36",103,7.1,2487,Comedy,Kids & Family,,12,39,1
358,The Social Network,40000000,16.972995,2010,"263,696,123.55",120,7.1,3492,Drama,,,55,306,1
359,The Illusionist,40000000,11.494009,2006,"110,238,937.73",110,7.1,1657,Drama,Science Fiction & Fantasy,Romance,50,188,1
360,The Naked Gun: From the Files of Police Squad!,12000000,15.698222,1988,"170,227,848.34",85,7.1,1020,Comedy,,,10,37,1
361,Tarzan,150000000,12.453452,1999,"687,596,638.66",88,7.1,1715,Action & Adventure,Animation,Drama,27,97,0
362,Tarzan,150000000,12.453452,1999,"687,596,638.66",88,7.1,1715,Animation,Art House & International,Kids & Family,27,97,0
363,Despicable Me,69000000,22.274502,2010,"637,214,699.52",95,7.1,6595,Animation,Comedy,Kids & Family,40,192,1
364,Beetlejuice,15000000,10.627364,1988,"158,492,210.45",92,7.1,1475,Comedy,Horror,Science Fiction & Fantasy,15,45,1
365,Nerve,19000000,14.9837,2016,"90,817,710.53",96,7.1,2262,Mystery & Suspense,,,35,135,1
366,The Intern,35000000,15.651705,2015,"209,916,399.28",121,7.1,1926,Comedy,,,43,188,1
367,Back to the Future Part III,40000000,13.043999,1990,"478,390,994.44",118,7.1,2978,Action & Adventure,Comedy,Science Fiction & Fantasy,10,33,1
368,The Fly,15000000,13.534589,1986,"141,449,598.14",96,7.1,1038,Classics,Horror,Mystery & Suspense,5,28,1
369,The Fly,15000000,13.534589,1986,"141,449,598.14",96,7.1,1038,Drama,Horror,Science Fiction & Fantasy,5,28,1
370,Identity,30000000,17.955897,2003,"125,431,322.58",90,7.1,1090,Horror,Mystery & Suspense,,37,154,1
371,Kick-Ass,28000000,17.26045,2010,"112,771,675.82",117,7.1,4747,Action & Adventure,Comedy,Drama,50,256,1
372,The Jungle Book,4000000,22.845448,1967,"1,575,874,598.46",78,7.1,1791,Action & Adventure,Animation,Kids & Family,5,32,0
373,The Jungle Book,4000000,22.845448,1967,"1,575,874,598.46",78,7.1,1791,Action & Adventure,Kids & Family,,5,32,0
374,The Jungle Book,175000000,17.432758,2016,"1,029,779,118.42",106,6.7,2977,Action & Adventure,Animation,Kids & Family,5,32,0
375,The Jungle Book,175000000,17.432758,2016,"1,029,779,118.42",106,6.7,2977,Action & Adventure,Kids & Family,,5,32,0
376,Gangs of New York,100000000,14.922399,2002,"275,417,616.86",167,7.1,1964,Classics,Drama,,47,204,1
377,28 Days Later,5000000,17.656951,2002,"117,573,510.81",113,7.1,1816,Horror,Science Fiction & Fantasy,,52,222,1
378,Indiana Jones and the Temple of Doom,28000000,15.802306,1984,"819,519,730.51",118,7.1,2841,Action & Adventure,,,9,55,1
379,The Aristocats,4000000,9.834047,1970,"366,911,423.06",78,7.1,1287,Animation,Comedy,Kids & Family,6,26,0
380,The Equalizer,55000000,17.618057,2014,"207,769,200.28",132,7.1,2997,Mystery & Suspense,,,43,196,1
381,Perfume: The Story of a Murderer,50000000,10.297304,2006,"167,651,332.30",147,7.1,1198,Drama,Mystery & Suspense,,42,116,0
382,Dirty Dancing,6000000,14.044122,1987,"481,585,456.53",100,7.1,1371,Drama,Musical & Performing Arts,Romance,14,52,1
383,Dirty Dancing,6000000,14.044122,1987,"481,585,456.53",100,7.1,1371,Drama,Musical & Performing Arts,,14,52,1
384,Star Wars: Episode III - Revenge of the Sith,113000000,13.165421,2005,"1,112,877,624.17",140,7.1,4200,Action & Adventure,Drama,Science Fiction & Fantasy,57,287,1
385,Minority Report,102000000,20.666063,2002,"509,371,635.23",145,7.1,2663,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,52,247,1
386,Dracula,40000000,16.777675,1992,"393,414,756.55",128,7.1,1087,Classics,Horror,,7,37,2
387,Dracula,40000000,16.777675,1992,"393,414,756.55",128,7.1,1087,Horror,Mystery & Suspense,,7,37,2
388,Dracula,40000000,16.777675,1992,"393,414,756.55",128,7.1,1087,Art House & International,Drama,Horror,7,37,2
389,RoboCop,13000000,13.485583,1987,"119,296,654.93",102,7.1,1494,Action & Adventure,Drama,Science Fiction & Fantasy,11,51,0
390,RoboCop,13000000,13.485583,1987,"119,296,654.93",102,7.1,1494,Action & Adventure,Science Fiction & Fantasy,,11,51,0
391,RoboCop,120000000,10.246549,2014,"262,169,701.52",102,5.7,2385,Action & Adventure,Drama,Science Fiction & Fantasy,11,51,0
392,RoboCop,120000000,10.246549,2014,"262,169,701.52",102,5.7,2385,Action & Adventure,Science Fiction & Fantasy,,11,51,0
393,Captain America: Civil War,250000000,145.882135,2016,"1,228,749,830.71",147,7.1,7462,Action & Adventure,Science Fiction & Fantasy,,60,396,1
394,X-Men: First Class,160000000,0.738633,2011,"402,052,861.30",132,7.1,5252,Action & Adventure,Drama,Science Fiction & Fantasy,53,286,1
395,Fast Five,125000000,1.420361,2011,"711,887,076.47",130,7.1,2491,Action & Adventure,Drama,Mystery & Suspense,43,193,1
396,Eyes Wide Shut,65000000,13.268484,1999,"248,779,843.25",159,7.1,1266,Drama,Romance,,40,147,1
397,Total Recall,65000000,12.954444,1990,"511,239,421.57",113,7.1,1745,Action & Adventure,Drama,Mystery & Suspense,17,58,2
398,Total Recall,65000000,12.954444,1990,"511,239,421.57",113,7.1,1745,Action & Adventure,Science Fiction & Fantasy,,17,58,2
399,Total Recall,125000000,16.42635,2012,"221,401,090.25",121,5.8,2540,Action & Adventure,Drama,Mystery & Suspense,17,58,2
400,Total Recall,125000000,16.42635,2012,"221,401,090.25",121,5.8,2540,Action & Adventure,Science Fiction & Fantasy,,17,58,2
401,Source Code,32000000,9.796962,2011,"167,509,873.82",93,7.1,2752,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,52,256,1
402,Argo,44500000,14.238234,2012,"258,733,795.86",120,7.1,3473,Drama,Mystery & Suspense,,59,340,1
403,The Hobbit: The Battle of the Five Armies,250000000,31.718977,2014,"1,032,759,863.93",144,7.1,4884,Action & Adventure,Science Fiction & Fantasy,,50,250,0
404,The Terminal,60000000,14.092373,2004,"297,008,957.67",128,7.1,1974,Comedy,Drama,,45,193,1
405,Lilo & Stitch,80000000,18.469238,2002,"207,191,659.00",85,7.1,1371,Action & Adventure,Animation,Comedy,35,143,0
406,Airplane!,3500000,13.063203,1980,"258,969,295.17",88,7.1,1104,Comedy,,,11,48,0
407,Limitless,27000000,12.114955,2011,"184,014,698.28",105,7.1,3888,Mystery & Suspense,Science Fiction & Fantasy,,43,196,1
408,Rise of the Guardians,145000000,10.943775,2012,"341,833,558.45",97,7.1,1981,Action & Adventure,Animation,Kids & Family,36,157,1
409,Ice Age,59000000,17.328902,2002,"544,740,687.47",81,7.1,3954,Animation,Comedy,Kids & Family,38,156,0
410,Doctor Strange,165000000,43.847654,2016,"722,052,473.34",115,7.1,5880,Action & Adventure,Science Fiction & Fantasy,,52,355,1
411,Sweeney Todd: The Demon Barber of Fleet Street,50000000,10.038401,2007,"187,488,663.77",116,7,1745,Drama,Musical & Performing Arts,Mystery & Suspense,48,221,1
412,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7,1557,Animation,Classics,Comedy,6,26,1
413,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7,1557,Action & Adventure,Comedy,Kids & Family,6,26,1
414,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7,1557,Action & Adventure,Kids & Family,Science Fiction & Fantasy,6,26,1
415,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7,1557,Kids & Family,Science Fiction & Fantasy,,6,26,1
416,Alice in Wonderland,200000000,17.285093,2010,"1,202,283,708.51",108,6.4,4773,Animation,Classics,Comedy,6,26,1
417,Alice in Wonderland,200000000,17.285093,2010,"1,202,283,708.51",108,6.4,4773,Action & Adventure,Comedy,Kids & Family,6,26,1
418,Alice in Wonderland,200000000,17.285093,2010,"1,202,283,708.51",108,6.4,4773,Action & Adventure,Kids & Family,Science Fiction & Fantasy,6,26,1
419,Alice in Wonderland,200000000,17.285093,2010,"1,202,283,708.51",108,6.4,4773,Kids & Family,Science Fiction & Fantasy,,6,26,1
420,P.S. I Love You,30000000,10.304881,2007,"193,452,948.30",126,7,1011,Comedy,Drama,Romance,31,98,1
421,Maleficent,180000000,19.467404,2014,"819,428,065.16",97,7,4607,Science Fiction & Fantasy,,,52,259,1
422,The Bucket List,45000000,9.070643,2007,"216,318,131.99",97,7,1138,Action & Adventure,Comedy,Drama,41,159,1
423,Juno,7500000,11.791591,2007,"285,441,109.64",96,7,2313,Comedy,Drama,,44,209,1
424,Ant-Man,130000000,26.882388,2015,"560,287,212.87",117,7,6029,Action & Adventure,Comedy,Mystery & Suspense,55,311,1
425,22 Jump Street,50000000,10.901496,2014,"203,567,894.80",112,7,3375,Action & Adventure,Comedy,,53,217,1
426,Superbad,20000000,16.205105,2007,"149,822,223.29",113,7,2152,Comedy,,,53,207,1
427,Scream,14000000,13.326443,1996,"282,014,223.89",111,7,1520,Horror,Mystery & Suspense,,22,68,0
428,Bridge to Terabithia,60000000,8.460206,2007,"169,710,622.33",96,7,1146,Action & Adventure,Kids & Family,Science Fiction & Fantasy,37,156,0
429,Lethal Weapon,15000000,13.183804,1987,"270,571,851.88",110,7,1367,Action & Adventure,Drama,,14,38,1
430,300,65000000,18.108408,2006,"536,019,266.56",117,7,5092,Action & Adventure,Drama,,50,229,1
431,Watchmen,130000000,16.551503,2009,"220,842,526.59",163,7,2892,Action & Adventure,Drama,Science Fiction & Fantasy,59,299,1
432,Sunshine,50000000,12.715571,2007,"39,493,257.25",107,7,1210,Classics,Drama,,15,23,2
433,Sunshine,50000000,12.715571,2007,"39,493,257.25",107,7,1210,Drama,Science Fiction & Fantasy,,15,23,2
434,The Maze Runner,34000000,76.93789,2014,"376,279,630.16",113,7,5540,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,41,169,0
435,John Wick,20000000,183.870374,2014,"95,886,593.65",101,7,5499,Action & Adventure,,,41,207,1
436,Peter Pan,4000000,16.861533,1953,"833,931,688.83",77,7,1380,Animation,Kids & Family,Musical & Performing Arts,6,31,0
437,Peter Pan,4000000,16.861533,1953,"833,931,688.83",77,7,1380,Kids & Family,Science Fiction & Fantasy,,6,31,0
438,War Horse,66000000,8.166363,2011,"201,905,084.75",146,7,1016,Action & Adventure,Drama,,47,230,0
439,Split,9000000,28.920839,2016,"295,037,312.04",117,7,4461,Drama,Horror,Mystery & Suspense,51,292,1
440,Monsters University,200000000,16.267502,2013,"816,000,821.93",104,7,3622,Action & Adventure,Animation,Comedy,47,195,1
441,Pretty Woman,14000000,13.348451,1990,"905,807,957.15",119,7,1807,Comedy,Romance,,14,48,1
