Column1,title,rotten_tomatoes_link,star_count,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count,revenue,top_critic_review_count,review_count
1622,American Wedding,/m/american_wedding,44,63,494808,36,83,72,231449203,36,138
1623,An American Werewolf in London,/m/american_werewolf_in_london,55,85,115427,10,46,7,31973249,10,45
1624,Amistad,/m/amistad,90,79,51118,14,50,15,74000000,14,55
1625,Amityville II: The Possession,/m/amityville_2_the_possession,13,36,16768,2,2,17,12534817,2,14
1626,The Amityville Horror,/m/amityville_horror,17,52,360707,36,38,124,86432000,36,154
1630,Amour,/m/amour_2013,27,82,20847,57,206,16,29844753,56,219
1631,Amy,/m/amy_2015,19,87,22170,45,203,11,8413144,46,214
1632,"An Alan Smithee Film: Burn, Hollywood, Burn",/m/an_alan_smithee_film_burn_hollywood_burn,57,14,1828,10,3,37,45779,10,32
1633,An American Carol,/m/an_american_carol,23,47,15760,16,5,42,7000000,16,46
1634,An Education,/m/an_education,29,80,54891,43,181,12,26096852,43,189
1635,Anaconda,/m/anaconda,10,24,422444,12,20,30,136885767,12,41
1636,Anacondas: The Hunt for the Blood Orchid,/m/anacondas_the_hunt_for_the_blood_orchid,17,27,261722,31,30,88,70992898,31,108
1637,Analyze That,/m/analyze_that,77,39,190216,36,41,109,55003135,35,135
1638,Analyze This,/m/analyze_this,22,62,224563,24,73,32,176885658,24,97
1639,Anchorman 2: The Legend Continues,/m/anchorman_2_the_legend_continues,9,52,164684,47,149,51,173649015,47,197
1640,...And Justice for All,/m/and_justice_for_all,27,80,19040,7,22,5,33300000,7,18
1641,And So It Goes,/m/and_so_it_goes,30,40,11018,33,16,72,25312387,33,86
1642,The Andromeda Strain,/m/andromeda_strain,20,72,8704,7,20,10,12376563,7,24
1643,Animal Kingdom,/m/animal_kingdom,40,83,29796,34,152,9,1000000,34,159
1653,Annabelle,/m/annabelle,16,36,49325,28,38,92,255273813,28,128
1654,Annapolis,/m/annapolis,23,60,119244,35,11,103,17496992,35,111
1655,Annie,/m/annie_1981,40,69,365804,7,15,12,57059003,7,22
1663,Annie Hall,/m/annie_hall,77,92,153566,17,73,2,38251425,17,64
1664,Anomalisa,/m/anomalisa,3,70,19558,49,244,21,5659286,50,265
1665,Anonymous,/m/anonymous_2011,55,53,20172,51,79,94,15395087,51,170
1666,Another 48 Hrs.,/m/another_48_hrs,48,35,59417,7,5,23,153518974,7,16
1667,Another Earth,/m/another_earth,33,66,18967,38,84,44,1776935,38,126
1668,Another Gay Movie,/m/another_gay_movie,19,61,33352,2,2,3,745327,2,3
1669,Another Happy Day,/m/another_happy_day,29,44,1265,18,15,19,355688,18,33
1670,Another Year,/m/another_year_2010,23,74,20662,39,158,13,18124262,39,165
1671,The Ant Bully,/m/ant_bully,63,42,88904,37,72,44,55181129,37,109
1672,Anthropoid,/m/anthropoid,42,70,6519,28,68,35,4600000,28,103
1673,Antitrust,/m/antitrust,65,50,46277,32,25,81,18195610,31,91
1674,Ant-Man,/m/antman,87,86,166198,54,260,53,519311965,55,311
1675,Antwone Fisher,/m/antwone_fisher,57,86,47211,37,119,32,23367586,37,138
1676,Antz,/m/antz,13,52,651914,26,86,6,171757863,25,82
1677,Any Given Sunday,/m/any_given_sunday,30,73,138881,31,64,59,100230832,30,109
1678,Any Which Way You Can,/m/any_which_way_you_can,53,45,21108,1,2,8,70687344,1,5
1679,Aparajito,/m/aparajito,18,93,3172,7,18,1,170215,6,15
1680,Apocalypse Now,/m/apocalypse_now,39,94,285747,23,86,2,89460381,23,86
1681,Apollo 13,/m/apollo_13,87,87,432793,32,84,4,355237933,31,85
1682,Apollo 18,/m/apollo_18,5,23,42442,12,17,55,25562924,12,71
1683,Aquamarine,/m/aquamarine,27,61,296529,32,45,43,23006849,32,86
1684,Arachnophobia,/m/arachnophobia,34,54,225681,9,33,3,53208180,8,20
1685,Arbitrage,/m/arbitrage,40,62,52702,41,148,21,35485056,41,165
1686,Argo,/m/argo_2012,117,90,208433,59,333,15,232324128,59,340
1687,The Aristocats,/m/aristocats,21,70,273412,6,21,11,55675257,6,26
1688,Armageddon,/m/armageddon,87,73,909501,36,46,75,553799566,33,115
1689,Jackpot,/m/arme_riddere,1,55,500,9,22,14,43719,9,35
1690,Armored,/m/armored,17,31,205084,17,22,33,22942221,17,52
1693,Arrival,/m/arrival_2016,62,82,82412,56,387,24,203388186,56,409
1694,Arthur,/m/arthur_2011,46,44,45535,45,50,141,95461682,45,186
1696,Arthur 2: On the Rocks,/m/arthur_2_on_the_rocks,42,31,7486,7,3,20,14681192,6,17
1697,Article 99,/m/article_99,63,53,2663,3,6,8,6375979,3,4
1698,"As Above, So Below",/m/as_aboveso_below,16,39,22217,14,20,57,40100000,14,77
1699,As Good as It Gets,/m/as_good_as_it_gets,56,86,378560,21,66,12,314178011,18,70
1700,Asoka,/m/asoka,18,69,9379,1,10,0,19000000,1,5
1701,Aspen Extreme,/m/aspen_extreme,38,67,7350,1,2,7,8041049,1,3
1702,Assassination of a High School President,/m/assassination_of_a_high_school_president,16,46,99809,3,5,5,69564,3,10
1703,The Assassination of Jesse James by the Coward Robert Ford,/m/assassination_of_jesse_james_by_the_coward_robert_ford,40,75,98070,50,134,41,14711793,50,167
1704,Assassins,/m/assassins,64,45,60245,8,7,41,30303072,8,31
1705,Assassin's Creed,/m/assassins_creed,30,43,57224,34,39,177,240697856,34,216
1708,The Astronaut Farmer,/m/astronaut_farmer,71,49,283584,35,79,57,11130889,35,133
1709,The Astronaut's Wife,/m/astronauts_wife,40,33,59148,20,9,50,19598588,19,36
1710,At Close Range,/m/at_close_range,34,79,8973,4,20,3,2347000,4,17
1711,ATL,/m/atl,70,86,117114,32,52,33,21170563,32,84
1712,Atlantic City,/m/atlantic_city,32,77,5199,7,33,0,12729678,7,23
1713,Atomic Blonde,/m/atomic_blonde_2017,14,64,34336,45,267,74,90007945,45,337
1714,Atonement,/m/atonement,68,80,227029,53,179,36,129266061,52,209
1715,Attack the Block,/m/attack_the_block,12,75,33898,38,156,18,3964682,38,172
1716,August: Osage County,/m/august_osage_county,12,65,39107,49,129,68,74188937,49,194
1717,August Rush,/m/august_rush,57,82,229219,36,45,80,66122026,36,117
1718,Austenland,/m/austenland_2013,9,53,9220,33,35,77,2159041,33,112
1719,Austin Powers in Goldmember,/m/austin_powers_in_goldmember,96,44,32935203,40,100,85,296655431,39,162
1720,Austin Powers: International Man of Mystery,/m/austin_powers_international_man_of_mystery,49,77,848165,17,43,18,67683989,16,54
1721,Austin Powers: The Spy Who Shagged Me,/m/austin_powers_the_spy_who_shagged_me,81,71,942182,20,45,42,310940086,19,55
1722,Australia,/m/australia,33,65,261474,56,122,99,49554002,55,211
1723,Auto Focus,/m/auto_focus,45,61,5999,43,116,46,2062066,42,145
1724,Avatar,/m/avatar,34,82,1381988,57,252,56,2787965087,57,300
1725,Avengers: Age of Ultron,/m/avengers_age_of_ultron,60,83,287805,58,267,88,1405403694,58,353
1726,The Aviator,/m/aviator,28,79,207396,50,191,31,1304192,50,217
1728,Awake,/m/awake,25,54,237769,17,15,47,14373825,15,57
1732,Away We Go,/m/away_we_go,27,74,59411,42,124,60,14899417,40,177
1733,An Awfully Big Adventure,/m/awfully_big_adventure,39,56,5005,4,5,9,851545,4,7
1734,Baadasssss!,/m/baadasssss,57,84,4955,34,99,10,365248,33,102
1735,Babe: Pig in the City,/m/babe_pig_in_the_city,18,40,63979,14,41,23,69131860,14,42
1736,Babel,/m/babel,56,77,377192,51,137,62,135330182,51,192
1737,Baby Boy,/m/baby_boy,50,87,62663,33,65,27,29381649,33,83
1738,Baby Driver,/m/baby_driver,42,86,62326,48,341,26,224511319,48,365
1739,Baby Geniuses,/m/baby_geniuses,55,24,82185,12,1,43,36450736,12,36
1740,Baby Mama,/m/baby_mama,37,55,374653,46,104,59,63833449,46,155
1741,Babylon A.D.,/m/babylon_ad,17,26,152227,22,6,97,72108608,21,102
1742,Baby's Day Out,/m/babys_day_out,45,52,186210,4,3,12,16671505,4,8
1743,The Babysitters,/m/babysitters,2,30,3704,14,9,18,44852,14,26
1744,Bachelorette,/m/bachelorette,27,34,17946,33,57,44,11947954,33,100
1745,Bachna Ae Haseeno,/m/bachna_ae_haseeno,13,55,3203,2,5,3,9600000,2,8
1746,Back to School,/m/back-to-school,54,68,33111,8,29,5,91258000,8,27
1747,Back to the Future,/m/back_to_the_future,45,94,1094056,20,75,3,381109762,20,69
1748,Back to the Future Part II,/m/back_to_the_future_2,53,85,749814,16,39,21,332000000,14,45
1749,Back to the Future Part III,/m/back_to_the_future_3,53,78,694374,10,34,9,244527583,10,33
1754,Bad Boys II,/m/bad_boys_ii,96,78,501580,48,40,141,273339556,47,175
1758,Bad Day at Black Rock,/m/bad_day_at_black_rock,10,88,5811,6,29,1,3788000,6,22
1759,Bad Education,/m/bad_education,15,86,46194,44,126,18,40266982,43,136
1760,Bad Lieutenant,/m/bad_lieutenant,47,73,16120,13,36,11,2019469,12,36
1761,Bad Moms,/m/bad_moms,56,63,40980,37,96,69,183936074,37,165
1762,Bad Moon,/m/bad_moon,4,45,5937,1,3,5,1100000,1,4
1763,Bad News Bears,/m/bad_news_bears,64,46,76676,46,78,83,34252847,45,158
1764,The Bad News Bears in Breaking Training,/m/bad_news_bears_in_breaking_training,21,40,886,0,5,5,19104350,0,4
1765,Bad Santa,/m/bad_santa,44,75,200792,51,170,47,76488889,50,211
1766,Bad Santa 2,/m/bad_santa_2,12,33,10317,28,29,101,17782178,28,130
1767,Bad Teacher,/m/bad_teacher,42,36,84835,44,83,104,216197492,44,182
1768,Bad Words,/m/bad_words,33,61,28385,37,87,45,7800000,37,130
1769,Bagdad Cafe,/m/bagdad_cafe,18,88,7373,2,17,3,3587303,2,8
1770,Baggage Claim,/m/baggage_claim,32,48,18151,28,13,68,22456509,28,81
1771,The Last Circus,/m/balada_triste_de_trompeta,23,64,5808,11,25,8,3218666,11,33
1772,The Ballad of Cable Hogue,/m/ballad_of_cable_hogue,20,81,3760,3,13,1,5000000,3,10
1773,The Ballad of Jack and Rose,/m/ballad_of_jack_and_rose,10,62,8330,38,54,61,712294,38,109
1774,Ballistic: Ecks vs. Sever,/m/ballistic_ecks_vs_sever,26,19,22975,33,0,117,19924033,32,115
1775,Balls of Fury,/m/balls_of_fury,42,32,323994,33,28,102,41098065,33,125
1776,Au Hasard Balthazar,/m/balthazar,11,86,6956,12,42,0,39388,12,42
1777,Balto,/m/balto,21,70,71717,11,13,11,11348324,10,15
1778,Bambi,/m/bambi,16,73,599704,6,46,5,267447150,6,44
1779,Bananas,/m/bananas,43,74,18401,4,23,3,11833696,4,20
1780,Band of the Hand,/m/band_of_the_hand,45,59,2728,2,1,8,4865912,2,6
1781,Bandidas,/m/bandidas,16,43,24927,2,8,5,10496317,2,13
1782,Bandits,/m/bandits,51,58,58799,36,90,50,67631903,36,120
1783,Bandslam,/m/bandslam,59,64,107612,37,83,19,5210988,36,95
1784,Bangkok Dangerous,/m/bangkok_dangerous,9,26,132346,24,8,88,42487390,24,92
1788,B.A.P.S.,/m/baps,30,67,8680,11,5,27,7240837,11,23
1789,Barb Wire,/m/barb_wire,54,14,47277,13,10,26,3793614,13,28
1790,Barbara,/m/barbara_2012,25,76,3900,26,74,5,4129250,26,77
1791,Barbarella,/m/barbarella,21,56,33516,6,33,12,2500000,7,32
1792,Barbarosa,/m/barbarosa,24,72,1679,0,5,0,1736123,0,3
1793,Barbershop,/m/barbershop,66,62,55546,36,103,22,75781642,35,120
1794,Barbershop: The Next Cut,/m/barbershop_the_next_cut_2016,46,66,19790,32,84,9,55030051,32,93
1795,Barefoot,/m/barefoot_2014,43,45,3113,12,3,19,15071,12,22
1796,Barfly,/m/barfly,38,82,7675,3,14,5,3221568,3,10
1797,Barney's Version,/m/barneys-version,27,78,18435,37,106,28,8454301,37,131
1798,Barnyard,/m/barnyard,55,52,120260,32,21,76,72779000,32,94
1799,Barry Lyndon,/m/barry_lyndon,44,92,44969,14,63,6,20000000,13,55
1800,Barton Fink,/m/barton_fink,29,89,45291,13,52,6,6153939,12,45
1801,BASEketball,/m/baseketball,48,74,196357,14,21,29,7027290,14,32
1802,Basic,/m/basic,25,63,56737,38,30,113,42792561,37,124
1803,Basic Instinct,/m/basic_instinct,43,63,131882,17,33,29,352927224,16,53
1804,Basic Instinct 2,/m/basic_instinct_2,22,26,89113,42,10,143,38629478,42,149
1805,Basquiat,/m/basquiat,57,77,11666,7,19,9,3011195,7,11
1806,Batman: Assault on Arkham,/m/batman_assault_on_arkham,12,85,3320,0,6,2,4571025,0,8
1807,Batman Begins,/m/batman_begins,19,94,1114302,54,235,44,374218673,54,272
1808,Batman Forever,/m/batman_forever,57,32,608810,18,26,40,336529144,16,59
1809,Batman: Mask of the Phantasm,/m/batman_mask_of_the_phantasm,13,88,71770,5,26,5,5617391,5,27
1810,Batman: The Killing Joke,/m/batman_the_killing_joke,4,46,9654,1,16,24,3775000,1,40
1811,Batman: Under the Red Hood,/m/batman_under_the_red_hood,6,92,11457,0,7,0,6629178,0,6
1812,Batman v Superman: Dawn of Justice,/m/batman_v_superman_dawn_of_justice,101,63,233695,60,116,296,873260194,59,404
1813,Battle: Los Angeles,/m/battle-los-angeles,40,48,93646,39,74,132,202466756,39,204
1814,Battle Beyond the Stars,/m/battle_beyond_the_stars,42,42,2203,0,5,6,11000000,0,5
1815,Battle in Seattle,/m/battle_in_seattle,15,65,9688,24,35,27,908847,23,56
1816,Battle of the Year,/m/battle_of_the_year,7,49,17438,22,3,50,16549477,22,53
1817,Battle Royale,/m/battle_royale,10,89,86479,10,40,6,25000000,10,46
1818,Battlefield Earth,/m/battlefield_earth,22,12,53955,41,4,144,21400000,41,144
1819,Battleship,/m/battleship,142,54,456521,43,76,145,303025485,43,219
1820,Battleship Potemkin,/m/battleship_potemkin,30,85,18871,15,45,0,45100,15,32
1821,Baywatch,/m/baywatch_2017,8,55,30385,50,41,192,177856751,50,232
1822,Be Cool,/m/be_cool,25,42,212564,39,51,120,95226116,38,162
1823,The Beach,/m/beach,51,57,217252,33,23,94,144056873,32,96
1824,Beaches,/m/beaches,52,88,71187,9,16,25,57041866,9,30
1825,Bean,/m/bean,38,53,340385,11,13,19,251212670,11,11
1826,Beastly,/m/beastly,9,48,58076,29,19,75,43165571,29,92
1827,The Beastmaster,/m/beastmaster,26,53,29357,0,6,7,14056528,0,6
1828,Beasts of the Southern Wild,/m/beasts_of_the_southern_wild,17,76,39289,49,173,27,21107746,49,197
1829,A Hard Day's Night,/m/beatles_a_hard_days_night,33,89,50365,35,105,2,12299668,35,106
1830,Beautiful Boy,/m/beautiful_boy,33,56,7693,27,47,20,63931,27,65
1831,Beautiful Creatures,/m/beautiful_creatures,19,33,3185,21,22,37,60052138,20,52
1835,Beautiful Losers,/m/beautiful_losers,15,68,1219,14,18,11,56386,14,27
1836,A Beautiful Mind,/m/beautiful_mind,56,93,490713,48,157,54,313542341,48,209
1837,Beauty and the Beast,/m/beauty_and_the_beast_1991,8,92,759862,32,108,7,377350553,31,113
1849,Because I Said So,/m/because_i_said_so,37,65,507111,46,6,151,69485490,46,155
1850,Because of Winn-Dixie,/m/because_of_winndixie,24,63,42139,33,66,55,32645546,33,111
1851,Becoming Jane,/m/becoming_jane,33,74,135475,45,80,59,37311672,45,135
1854,Bedknobs and Broomsticks,/m/bedknobs_and_broomsticks,16,74,202893,6,21,11,17900000,6,25
1855,Bedtime Stories,/m/bedtime_stories,26,55,216448,35,29,81,212874442,34,102
1856,Bee Movie,/m/bee_movie,41,53,388345,50,87,86,287594577,50,167
1857,Bee Season,/m/bee_season,19,35,12433,36,45,62,6856989,36,101
1858,Beer for My Horses,/m/beer_for_my_horses,16,62,5799,4,0,7,666045,4,6
1859,Beerfest,/m/beerfest,56,75,198817,32,43,64,19179969,32,101
1860,Beethoven's 2nd,/m/beethovens_2nd,30,30,68657,2,3,10,118243066,2,7
1861,Beetle Queen Conquers Tokyo,/m/beetle_queen_conquers_tokyo,1,58,182,17,31,3,10068,17,33
1862,Beetlejuice,/m/beetlejuice,35,82,916690,16,47,9,73326666,15,45
1863,Before I Fall,/m/before_i_fall,9,57,9164,30,77,44,10025571,30,120
1864,Before I Go to Sleep,/m/before_i_go_to_sleep,10,40,13720,33,43,74,15447154,33,115
1865,Before Midnight,/m/before_midnight_2013,16,82,37291,43,193,5,11176469,43,196
1866,Before Night Falls,/m/before_night_falls,13,84,22181,30,72,26,8524534,29,85
1867,Before Sunrise,/m/before_sunrise,33,93,73271,6,43,0,5535405,6,21
1868,Before Sunset,/m/before_sunset,12,91,70918,49,165,9,15992615,48,168
1869,Before the Devil Knows You're Dead,/m/before_the_devil_knows_youre_dead,37,71,86504,45,153,21,25005257,44,169
1870,Before We Go,/m/before_we_go,16,56,5759,12,8,22,37151,12,30
1871,Begin Again,/m/begin_again_2013,9,81,39917,46,133,29,63464861,46,161
1872,Beginners,/m/beginners,42,77,25135,45,134,24,5332926,45,154
1873,The Beguiled,/m/beguiled,17,71,5642,1,15,2,25442939,1,12
1875,Behind the Candelabra,/m/behind_the_candelabra,5,71,15150,23,99,5,15600000,23,103
1876,Behind the Mask: The Rise of Leslie Vernon,/m/behind_the_mask_the_rise_of_leslie_vernon,15,75,15176,14,32,10,69136,14,40
1877,Being Elmo: A Puppeteer's Journey,/m/being_elmo_a_puppeteers_journey,10,87,10136,25,74,4,286201,25,76
1878,Being Flynn,/m/being_flynn,55,41,4281,30,41,40,540152,30,81
1879,Being John Malkovich,/m/being_john_malkovich,62,87,262430,28,124,9,22863596,26,123
1880,Being There,/m/being_there,49,92,25041,8,49,3,30177511,8,42
1881,Bel Ami,/m/bel_ami_2011,25,29,9271,29,25,68,8303261,29,91
1882,The Bellboy,/m/bellboy,26,68,4726,0,7,3,10000000,0,5
1883,Belle,/m/belle_2014,27,82,25068,43,126,24,16505460,43,147
1884,Bellflower,/m/bellflower,20,63,6273,29,67,25,101236,29,90
1885,Below,/m/below,26,45,7910,24,44,25,605562,23,64
1886,Ben-Hur,/m/ben_hur_2016,32,53,18957,33,47,140,146900000,33,187
1894,Benny & Joon,/m/benny_and_joon,26,85,143447,11,24,10,23202734,10,26
1899,Berlin Syndrome,/m/berlin_syndrome,5,53,4396,16,66,22,201719,16,87
1900,Bernie,/m/bernie_2011,39,72,41757,43,141,19,9206470,43,157
1901,The Best Little Whorehouse in Texas,/m/best_little_whorehouse_in_texas,49,68,15488,1,5,4,69701637,1,3
1902,Best Seller,/m/best_seller,52,54,2323,1,10,4,4278150,1,9
1903,The Best Years of Our Lives,/m/best_years_of_our_lives,32,92,10775,12,49,2,23650000,11,43
1904,Betsy's Wedding,/m/betsys_wedding,28,40,6853,4,5,5,19740070,4,5
1905,Better Living Through Chemistry,/m/better_living_through_chemistry,31,38,1282,14,8,28,75143,14,36
1906,A Better Tomorrow,/m/better_tomorrow,19,90,18806,0,13,1,4469460,0,4
1907,Beverly Hills Cop,/m/beverly_hills_cop,49,82,377477,8,37,9,316360478,8,30
1908,Beverly Hills Cop II,/m/beverly_hills_cop_2,73,58,276170,3,13,15,299965036,3,15
1909,Beverly Hills Cop III,/m/beverly_hills_cop_3,96,35,204982,17,5,45,119208989,16,39
1910,Bewitched,/m/bewitched,58,28,215412,48,45,141,131426169,48,180
1913,Beyond the Lights,/m/beyond_the_lights,49,75,19232,32,74,15,14618727,32,89
1914,Beyond the Mat,/m/beyond_the_mat,9,83,8509,20,55,12,500000,20,67
1915,Beyond the Valley of the Dolls,/m/beyond_the_valley_of_the_dolls,56,73,8104,4,21,7,40000000,4,22
1916,Bhaag Milkha Bhaag,/m/bhaag_milkha_bhaag,13,84,1765,6,13,4,25000000,6,17
1917,Bicentennial Man,/m/bicentennial_man,30,58,359420,25,35,61,93700000,25,76
1918,Big,/m/big,59,82,401831,15,72,2,151668774,15,54
1919,Big Bad Wolves,/m/big_bad_wolves_2013,12,69,7043,20,52,16,33232,20,68
1920,The Big Bounce,/m/big_bounce,27,24,21226,38,21,114,6808550,37,125
1921,Big Bully,/m/big_bully,55,19,9755,3,0,8,2042530,3,3
1922,Big Daddy,/m/big_daddy,47,74,1052103,27,37,56,234801895,25,84
1923,Big Eden,/m/big_eden,55,79,3937,20,34,18,512451,20,47
1924,Big Eyes,/m/big_eyes,32,68,32532,41,133,52,28883511,42,183
1925,Big Fat Liar,/m/big_fat_liar,48,44,400083,23,40,53,52970014,23,84
1926,Big Game,/m/big_game_2015,18,34,8953,22,69,19,7500000,22,88
1927,Big Hero 6,/m/big_hero_6,19,91,129162,47,195,24,652105443,47,218
1928,The Big Hit,/m/big_hit,30,57,29762,10,16,23,27007143,10,24
1929,Big Miracle,/m/big_miracle,19,64,38915,28,78,26,24719215,28,100
1930,Big Momma's House,/m/big_mommas_house,32,57,475698,26,24,57,173959438,25,60
1931,"Big Mommas: Like Father, Like Son",/m/big_mommas_like_father_like_son,11,58,132093,15,3,57,83615414,15,60
1932,The Big One,/m/big_one,5,67,7127,8,35,3,720074,8,10
1933,The Big Picture,/m/big_picture,67,45,3279,5,20,2,117463,5,14
1935,The Big Red One,/m/big_red_one,24,78,9038,17,43,5,7206220,17,40
1936,Big Sur,/m/big_sur_2013,31,38,1073,11,10,14,33621,11,24
1937,Big Top Pee-wee,/m/big_top_pee_wee,31,30,30006,1,7,13,15122000,1,10
1938,Big Trouble in Little China,/m/big_trouble_in_little_china,50,82,136307,2,33,9,11000000,2,30
1939,Biker Boyz,/m/biker_boyz,36,54,66288,30,21,72,23510601,29,87
1940,Bill Cunningham New York,/m/bill_cunningham_new_york_2010,21,92,4028,25,72,1,1339650,25,71
1941,Billu,/m/billu-barber,14,44,3766,3,3,2,10000000,3,5
1942,Billy Elliot,/m/billy_elliot,32,89,280530,37,99,18,110000000,35,95
1943,Billy Lynn's Long Halftime Walk,/m/billy_lynns_long_halftime_walk,61,41,6204,44,69,89,30930984,44,158
1944,Billy Madison,/m/billy_madison,66,79,765771,7,19,28,26488734,6,35
1945,Billy's Hollywood Screen Kiss,/m/billys_hollywood_screen_kiss,11,63,2878,6,18,5,2020700,6,11
1946,Biloxi Blues,/m/biloxi_blues,31,62,10018,7,21,5,51684798,7,16
1947,Birdman,/m/birdman_2014,49,77,92719,61,312,30,103215094,61,338
1948,Birdman of Alcatraz,/m/birdman_of_alcatraz,26,84,7827,1,19,3,3100000,1,13
1949,Birdy,/m/birdy,45,84,8264,5,22,4,1400000,5,15
1950,The Birth of a Nation,/m/birth_of_a_nation,39,56,4757,7,40,1,11000000,7,32
1954,Bitter Moon,/m/bitter-moon,17,81,9315,11,22,12,1862805,10,28
1955,Bitter Harvest,/m/bitter_harvest_2017,50,67,1505,20,9,51,557241,20,59
1956,Biutiful,/m/biutiful,50,74,21365,40,99,52,25147786,40,149
1957,Black,/m/black,18,90,8305,1,4,2,733094,1,2
1960,Black Book,/m/black_book,61,87,37460,44,117,38,26193068,43,146
1961,The Black Cauldron,/m/black_cauldron,22,48,45665,7,17,14,21288692,7,23
1964,The Black Dahlia,/m/black_dahlia,44,27,97637,44,63,130,49111202,44,186
1965,Black Death,/m/black_death-2010,12,49,19678,14,46,19,265318,14,65
1966,Black Dynamite,/m/black_dynamite,28,85,15615,21,52,11,296557,21,58
1967,Black Hawk Down,/m/black_hawk_down,49,88,472948,41,130,41,172989651,41,165
1968,Black Mass,/m/black_mass_2015,63,68,55480,52,204,76,98837872,52,277
1969,Black Moon Rising,/m/black_moon_rising,25,24,4486,3,5,8,6637565,3,9
1970,Black Nativity,/m/black_nativity,19,51,10449,36,44,43,7018189,36,87
1971,Black or White,/m/black_or_white,30,65,16212,29,40,62,21571189,29,102
1972,Black Rose,/m/black_rose_2017,5,17,48,3,1,7,855450,3,8
1973,Black Sea,/m/black_sea,9,59,16262,35,108,27,1171559,35,134
1976,Black Snake Moan,/m/black_snake_moan,40,69,413531,47,107,55,10903846,47,160
1977,The Black Stallion,/m/black_stallion,12,83,32454,7,25,3,37799643,7,19
1978,Black Swan,/m/black_swan_2010,31,84,177713,50,255,46,327803731,50,297
1979,Blackfish,/m/blackfish_2013,20,90,28595,34,126,2,2063312,34,128
1980,Blackhat,/m/blackhat,54,24,19970,44,61,123,17752940,45,184
1981,Blackthorn,/m/blackthorn,7,61,2248,24,55,19,623528,24,71
1982,Blade II,/m/blade_ii,41,68,450699,37,86,65,155010032,36,148
1983,Blade Runner,/m/blade_runner,14,91,337214,26,101,12,33139618,25,98
1984,Blade: Trinity,/m/blade_trinity,20,59,438098,39,42,125,128905366,39,166
1985,Blair Witch,/m/blair_witch,6,31,12768,38,78,134,45172994,38,212
1986,The Blair Witch Project,/m/blair_witch_project,12,56,401780,41,138,21,248000000,39,148
1987,Blame It on Rio,/m/blame_it_on_rio,24,39,6789,5,2,21,18600000,5,11
1988,Blancanieves,/m/blancanieves,11,84,5163,31,103,6,279735,30,106
1989,Blank City,/m/blank-city,18,73,592,20,31,8,99303,20,39
1990,Blaze,/m/blaze,56,47,2113,1,8,2,19131000,1,2
1992,Blazing Saddles,/m/blazing_saddles,21,91,218254,7,49,5,119500000,7,41
1993,Blended,/m/blended,61,63,53232,32,19,116,123494610,32,134
1994,"Bless Me, Ultima",/m/bless_me_ultima_2012,7,74,1844,15,25,11,1553826,15,35
1995,Blind Dating,/m/blind_dating,25,47,13202,6,6,18,834457,6,22
1996,Blind Fury,/m/blind_fury,24,51,9587,2,7,6,2692037,2,6
1997,Blink,/m/blink,52,45,4595,5,15,9,16668552,5,6
2002,Blitz,/m/blitz_2011,12,36,7772,5,12,13,741875,5,24
2003,Dave Chappelle's Block Party,/m/block_party,12,74,96699,38,115,10,11718595,38,117
2004,Blood Diamond,/m/blood_diamond,54,90,568615,54,136,80,170877916,53,209
2005,The Blood of Heroes,/m/blood_of_heroes,21,76,3756,5,1,7,882290,5,8
2006,Blood Ties,/m/blood_ties_2013,46,39,4115,18,29,27,2415472,18,56
2007,Blood Work,/m/blood_work,31,40,22220,41,80,72,26199517,40,143
2008,BloodRayne,/m/bloodrayne,32,17,135971,15,2,52,2405420,15,50
2009,Bloodsport,/m/bloodsport,73,74,68375,3,9,14,11806119,3,14
2010,Bloody Sunday,/m/bloody_sunday,53,91,9328,35,96,8,773228,35,103
2011,Blow,/m/blow,24,87,384764,36,77,63,83282296,36,127
2012,Blue Car,/m/blue_car,26,65,2516,36,70,18,464000,35,83
2013,Blue Collar,/m/blue_collar,31,89,3268,1,9,0,6521083,1,4
2014,Blue Collar Comedy Tour: The Movie,/m/blue_collar_comedy_tour_the_movie,7,79,55912,8,12,1,604856,8,12
2015,Blue Crush,/m/blue_crush,56,58,371390,35,86,55,51842679,34,123
2016,Blue in the Face,/m/blue_in_the_face,52,76,4759,4,9,13,1275000,4,5
2017,Blue Jasmine,/m/blue_jasmine,11,77,48998,55,202,21,99206215,55,221
2018,The Blue Lagoon,/m/blue_lagoon,15,53,55734,8,2,20,58853106,8,14
2019,Blue Ruin,/m/blue_ruin,10,79,19534,36,135,5,258384,36,140
2020,Blue Streak,/m/blue_streak,51,65,201534,21,25,44,117758500,21,48
2021,Blue Thunder,/m/blue_thunder,38,52,9190,0,16,4,42313354,0,10
2022,Blue Valentine,/m/blue_valentine,30,77,59087,48,176,27,16566240,48,200
2023,Blue Velvet,/m/blue_velvet,30,88,76873,21,69,4,8551228,20,66
2024,The Blues Brothers,/m/blues_brothers,25,92,255830,11,46,9,115229890,11,41
2025,Blues Brothers 2000,/m/blues_brothers_2000,92,38,59201,13,21,25,14051384,13,37
2026,Boat Trip,/m/boat_trip,60,36,71023,26,6,83,8586376,25,86
2027,Bob & Carol & Ted & Alice,/m/bob_and_carol_and_ted_and_alice,22,66,1676,1,13,1,30000000,1,8
