Column1,title,rotten_tomatoes_link,star_count,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count,revenue,top_critic_review_count,review_count
5428,Sin City,/m/sin_city,25,78,32222563,50,192,58,158733820,50,243
5429,Sinbad and the Eye of the Tiger,/m/sinbad_and_the_eye_of_the_tiger,15,55,7328,0,5,3,16000000,0,3
5430,Sinbad: Legend of the Seven Seas,/m/sinbad_legend_of_the_seven_seas,13,56,56409,40,57,71,26288320,40,123
5431,Sing,/m/sing_2016,25,72,39305,33,129,51,632443719,33,180
5432,Sing Street,/m/sing_street,14,92,16808,40,195,10,13624522,41,204
5433,Sing Your Song,/m/sing_your_song,81,79,1135,19,38,2,29110,19,38
5434,Singin' in the Rain,/m/singin_in_the_rain,46,95,138453,16,56,0,7200000,16,52
5435,Single White Female,/m/single_white_female,26,44,39060,11,26,21,48017402,10,33
5436,Sinister 2,/m/sinister_2,27,31,29231,19,13,75,52882018,19,87
5437,Sinister,/m/sinister_2012,16,61,79557,29,96,54,77712439,29,149
5438,Sister Act,/m/sister_act,51,65,726215,5,18,7,231605150,5,11
5439,Sister Act 2: Back in the Habit,/m/sister_act_2_back_in_the_habit,52,61,395116,9,2,28,57319029,8,19
5440,The Sisterhood of the Traveling Pants,/m/sisterhood_of_the_traveling_pants,23,78,271926,36,101,31,39053061,37,121
5441,The Sisterhood of the Traveling Pants 2,/m/sisterhood_of_the_traveling_pants_2,22,66,188637,35,64,34,44352417,35,97
5442,Sisters,/m/sisters_1973,9,72,6090,8,30,5,105011053,8,28
5446,Sixteen Candles,/m/sixteen_candles,36,85,256879,8,34,5,23686027,8,26
5447,The 6th Day,/m/sixth_day,46,32,125841,33,47,69,96085477,32,95
5448,The Sixth Sense,/m/sixth_sense,41,90,1036418,38,131,22,672806292,37,146
5449,Skateland,/m/skateland,19,36,7694,11,14,16,14944,11,30
5450,Skins,/m/skins,39,85,2260,22,34,24,249204,21,50
5451,Skiptrace,/m/skiptrace,26,27,2605,6,12,20,58500000,6,32
5452,The Skulls,/m/skulls,35,43,56952,33,8,77,35007180,33,83
5453,Sky Captain and the World of Tomorrow,/m/sky_captain,22,46,119107,44,149,62,57958696,43,201
5454,Skyfall,/m/skyfall,68,86,373527,58,339,31,1108561013,58,364
5455,Skyline,/m/skyline_2010,21,18,67255,17,13,69,66821036,17,82
5456,Slackers,/m/slackers,39,50,28358,34,11,96,6413915,33,103
5457,Slam Dance,/m/slam_dance,29,55,953,1,1,4,406881,1,3
5458,Slap Shot,/m/slap_shot,34,89,39929,6,27,5,28000000,6,25
5459,SLC Punk,/m/slc_punk,17,89,49391,5,20,12,299200,5,10
5460,Sleep Dealer,/m/sleep_dealer,15,50,116324,13,23,10,107559,13,29
5463,Sleeping with Other People,/m/sleeping_with_other_people,31,56,8736,34,82,47,3214116,35,129
5464,Sleeping with the Enemy,/m/sleeping_with_the_enemy,21,61,63811,9,7,26,174999005,8,14
5465,Sleepless,/m/sleepless_2017,8,37,9670,13,14,46,32540674,13,60
5466,Sleepwalking,/m/sleepwalking,21,43,42566,27,10,50,204660,26,57
5467,Sleepy Hollow,/m/sleepy_hollow,22,80,606912,32,86,41,206071502,31,104
5468,Sleuth,/m/sleuth,5,51,20937,41,43,78,342835,41,117
5469,Sliding Doors,/m/sliding_doors,11,77,62395,12,31,19,58000000,12,40
5470,Sling Blade,/m/sling_blade,31,93,56022,16,50,2,24444121,14,40
5471,Sliver,/m/sliver,40,28,17490,4,3,24,116300000,4,11
5474,Slow West,/m/slow_west_2015,7,74,11599,31,120,11,229094,31,131
5475,The Slugger's Wife,/m/sluggers_wife,63,18,863,2,0,8,1878561,2,4
5476,Slumdog Millionaire,/m/slumdog_millionaire,18,90,1155518,50,259,25,377910544,49,282
5477,Small Soldiers,/m/small_soldiers,24,44,123428,12,21,23,54682547,12,25
5478,Smashed,/m/smashed,25,68,11092,36,89,18,376597,36,106
5479,Smokey and the Bandit,/m/smokey_and_the_bandit,22,85,56292,3,24,6,126737428,3,17
5480,Smokey and the Bandit II,/m/smokey_and_the_bandit_ii,33,44,33646,2,1,5,66132626,2,5
5481,Smokin' Aces,/m/smokin_aces,54,62,338124,42,48,110,57103895,42,150
5482,Smurfs: The Lost Village,/m/smurfs_the_lost_village,6,54,48331,20,38,58,197183546,20,96
5483,Snake Eyes,/m/snake_eyes,57,35,62220,16,26,39,103891409,16,56
5484,Snakes on a Plane,/m/snakes_on_a_plane,41,49,463518,44,122,54,62022014,44,166
5485,Snatch,/m/snatch,56,93,394243,37,103,38,83557872,37,134
5486,Snatched,/m/snatched_2017,11,30,16419,45,75,132,60845711,45,206
5487,Sneakers,/m/sneakers,51,80,39311,10,40,11,105232691,9,32
5488,Snitch,/m/snitch_2013,39,61,63481,34,82,63,42930462,34,143
5489,Snow Angels,/m/snow_angels,11,67,6687,34,76,36,414404,34,108
5490,Snow White and the Huntsman,/m/snow_white_and_the_huntsman,36,52,410054,49,114,118,396600000,48,230
5491,Snowden,/m/snowden,27,70,28551,51,153,101,37279439,51,254
5492,Snowpiercer,/m/snowpiercer,12,72,58551,47,229,13,86758912,47,238
5493,So I Married an Axe Murderer,/m/so_i_married_an_axe_murderer,40,68,203176,10,20,17,11585483,9,27
5494,Soapdish,/m/soapdish,45,63,8819,10,25,11,36489888,9,19
5495,Solace,/m/solace,28,43,5062,11,13,38,22586863,11,50
5496,Solarbabies,/m/solarbabies,20,43,3630,2,0,9,1579260,2,5
5497,Solaris,/m/solaris,13,59,47888,44,136,70,30002758,42,199
5498,A Soldier's Story,/m/soldiers_story,39,82,6496,3,18,2,21821347,3,10
5499,Solitary Man,/m/solitary_man,26,50,14711,31,76,21,5024782,30,94
5500,The Soloist,/m/soloist,9,56,263336,51,116,89,31720158,49,192
5501,Solomon and Sheba,/m/solomon_and_sheba,17,56,957,0,1,5,12200000,0,5
5502,Solomon Kane,/m/solomon_kane,51,49,25098,14,31,16,7810000,14,47
5503,Some Girls,/m/some_girls,16,42,894,3,3,3,401421,3,6
5504,Some Kind of Wonderful,/m/some_kind_of_wonderful,32,80,37921,7,30,7,18553948,6,26
5505,Some Like It Hot,/m/some_like_it_hot,24,94,82173,14,56,2,25000000,14,51
5506,Somebody Up There Likes Me,/m/somebody_up_there_likes_me,41,86,2403,4,9,2,3360000,4,9
5510,Something Borrowed,/m/something_borrowed_2011,25,48,43335,35,17,99,59901913,35,114
5511,Something from Nothing: The Art of Rap,/m/something_from_nothing_the_art_of_rap,33,77,6725,12,24,4,288312,12,27
5512,Something in the Air,/m/something_in_the_air_2013,49,47,1102,27,61,14,85154,27,75
5513,Something New,/m/something_new,34,72,101225,33,66,43,11400000,33,105
5514,Something to Talk About,/m/something_to_talk_about,30,52,42007,10,11,17,50892160,9,20
5515,Something Wild,/m/something_wild,53,69,6472,7,32,4,8362969,6,24
5516,Something's Gotta Give,/m/somethings_gotta_give,20,69,207949,43,122,48,266728738,42,148
5517,Sommersby,/m/sommersby,25,60,13516,7,16,10,140081992,6,15
5518,Son of Rambow,/m/son_of_rambow,30,79,62629,34,86,31,6870249,34,114
5519,Son of Saul,/m/son_of_saul,14,80,12940,49,216,10,1777043,50,223
5520,Son of the Pink Panther,/m/son_of_the_pink_panther,33,19,5277,10,2,32,2438031,10,28
5521,Song One,/m/song_one,8,29,2650,21,17,34,32251,21,51
5522,Song to Song,/m/song_to_song,15,37,6615,35,54,70,443684,34,122
5523,Sophie's Choice,/m/sophies_choice,39,85,21487,8,25,8,30036000,8,24
5524,The Sorcerer's Apprentice,/m/sorcerers_apprentice,38,53,142485,39,69,102,215283742,39,170
5525,Sordid Lives,/m/sordid_lives,29,85,3422,9,10,17,1079726,9,26
5526,Sorority Row,/m/sorority_row,35,31,525268,15,19,60,27206120,15,76
5527,Soul Plane,/m/soul_plane,53,51,60516,31,18,82,14822346,30,89
5528,Soul Surfer,/m/soul_surfer,50,75,41627,33,47,58,47088990,33,104
5529,The Sound of Music,/m/sound_of_music,21,91,606218,12,56,11,286214286,12,61
5530,A Sound of Thunder,/m/sound_of_thunder,27,18,43543,26,6,93,5989640,26,95
5531,Source Code,/m/source_code,27,82,125373,53,236,22,147332697,52,256
5532,South Pacific,/m/south_pacific,33,69,12449,0,8,1,36800000,0,5
5533,Southland Tales,/m/southland_tales,27,41,27009,30,37,61,374743,30,98
5534,Southpaw,/m/southpaw_2015,21,75,43989,53,140,95,91709827,53,232
5535,Soylent Green,/m/soylent_green,35,70,23714,6,27,11,3600000,6,28
5536,Space Cowboys,/m/space_cowboys,50,53,72909,29,93,26,128884132,29,98
5537,Space Jam,/m/space_jam,34,63,655357,22,32,43,250200000,22,67
5538,Space Truckers,/m/space_truckers,44,28,5400,0,1,11,1614266,0,6
5539,Spaceballs,/m/spaceballs,50,83,434942,8,23,16,38119483,8,33
5540,Spaced Invaders,/m/spaced_invaders,33,51,6570,3,1,11,15369573,3,3
5541,Spacehunter: Adventures in the Forbidden Zone,/m/spacehunter_adventures_in_the_forbidden_zone,13,37,3130,3,2,9,16500000,3,7
5542,Spanglish,/m/spanglish,13,60,200911,44,88,79,55041367,43,160
5543,The Spanish Prisoner,/m/spanish_prisoner,49,81,7780,15,54,7,13835130,15,49
5544,Spark: A Space Tail,/m/spark_a_space_tail,6,37,902,9,3,19,116873,9,22
5551,Spartan,/m/spartan,78,62,13580,42,87,47,8112712,41,126
5552,Spawn,/m/spawn,25,36,186093,11,8,37,87840042,11,40
5553,Special Forces,/m/special_forces_2012,10,51,2101,6,2,11,10759,6,13
5554,Special ID,/m/special_id,5,25,541,4,4,4,12666,4,8
5555,Species,/m/species,45,31,49588,16,28,37,113374103,14,51
5556,Species II,/m/species_2,48,18,39253,2,3,30,19165560,2,13
5557,Spectre,/m/spectre_2015,78,61,105638,53,220,127,880674609,53,340
5558,Speed,/m/speed_1994,59,76,668638,20,59,4,350448145,19,54
5559,Speed Racer,/m/speed_racer,85,60,401314,50,86,128,93945766,50,203
5560,Sphere,/m/sphere,13,38,58504,15,6,45,13100000,15,43
5561,Spice World,/m/spice_world,58,45,169227,22,22,41,100000000,22,52
5562,Spider-Man,/m/spiderman,67,67,34297354,48,218,25,821708551,47,237
5563,Spider-Man 2,/m/spiderman_2,79,82,1151886,52,254,18,783766341,52,267
5564,Spider-Man 3,/m/spiderman_3,74,51,2265043,57,160,96,890871626,57,254
5565,The Spiderwick Chronicles,/m/spiderwick_chronicles,14,63,355073,40,117,29,162839667,40,138
5566,The Spitfire Grill,/m/spitfire_grill,24,76,5038,7,9,18,12643776,7,5
5567,Split,/m/split_2017,20,79,53061,51,226,68,276921998,51,292
5568,Spotlight,/m/spotlight_2015,73,93,69972,56,345,12,88346473,56,349
5569,Spread,/m/spread,8,28,23204,20,13,48,12032983,20,56
5570,Spring,/m/spring_2015,5,70,6351,16,46,8,49970,16,54
5571,Spring Breakers,/m/spring_breakers_2013,8,38,62222,46,127,63,31724284,46,189
5572,Spy,/m/spy_2015,23,78,82669,50,237,12,235666219,50,248
5573,Spy Game,/m/spy_game,68,75,114042,32,88,45,143049560,31,115
5574,Spy Kids,/m/spy_kids,38,46,427343,30,118,9,147934180,30,117
5575,Spy Kids 2: The Island of Lost Dreams,/m/spy_kids_2_island_of_lost_dreams,28,38,126247,34,101,34,119723358,34,128
5576,The Spy Next Door,/m/spy_next_door,24,40,106240,29,11,79,45236543,29,85
5577,The Spy Who Loved Me,/m/spy_who_loved_me,74,76,60937,8,41,11,185438673,8,42
5578,Squanto: A Warrior's Tale,/m/squanto_a_warriors_tale,19,55,2352,2,6,4,3337685,2,3
5579,The Squid and the Whale,/m/squid_and_the_whale,39,81,78905,39,140,11,11098131,39,142
5580,St. Elmo's Fire,/m/st_elmos_fire,46,68,55567,6,17,22,37803872,6,21
5581,St. Vincent,/m/st_vincent,48,78,42495,49,144,43,54837234,50,183
5582,Stage Beauty,/m/stage_beauty,26,78,11123,43,81,46,776691,42,118
5583,Stake Land,/m/stake_land,19,62,8156,20,48,17,33245,20,65
5584,Stalingrad,/m/stalingrad_2014,5,41,6832,28,37,37,68129518,28,73
5585,Stand by Me,/m/stand_by_me_1986,33,94,270103,10,49,5,52287414,10,38
5586,Standing Ovation,/m/standing_ovation_2010,19,47,22826,6,1,16,531826,6,17
5587,Stanley & Iris,/m/stanley_and_iris,30,49,3796,5,5,10,5820015,4,9
5588,Star 80,/m/star_80,57,70,3362,1,10,2,6472990,1,5
5589,Star Trek,/m/star_trek_11,21,91,747491,61,328,20,385680446,59,341
5590,Star Trek Beyond,/m/star_trek_beyond,56,80,74283,53,257,43,343471816,4,138
5591,Star Trek: First Contact,/m/star_trek_first_contact,39,89,100556,16,52,4,150000000,16,52
5592,Star Trek II: The Wrath of Khan,/m/star_trek_ii_the_wrath_of_khan,30,90,85378,10,47,7,96800000,10,45
5593,Star Trek: Insurrection,/m/star_trek_insurrection,34,44,62770,15,37,31,118000000,15,60
5594,Star Trek Into Darkness,/m/star_trek_into_darkness,76,89,312591,54,239,45,467365246,54,280
5595,Star Trek: The Motion Picture,/m/star_trek_the_motion_picture,24,42,65884,10,16,22,139000000,10,30
5596,Star Wars: Episode I - The Phantom Menace,/m/star_wars_episode_i_the_phantom_menace,50,59,1207697,63,119,104,924317558,52,200
5597,Star Wars: Episode II - Attack of the Clones,/m/star_wars_episode_ii_attack_of_the_clones,35,56,852484,53,164,86,649398328,51,239
5598,Star Wars: Episode III - Revenge of the Sith,/m/star_wars_episode_iii_revenge_of_the_sith,69,66,33683838,57,235,60,850000000,57,287
5599,Stardust,/m/stardust,43,86,468329,47,147,45,135560026,47,186
5600,Stardust Memories,/m/stardust_memories,68,79,9042,6,19,9,10389003,6,19
5601,Stargate,/m/stargate,1,73,192492,8,23,22,196567262,8,25
5602,Starman,/m/starman,42,69,24633,6,26,5,28744356,6,22
5603,Starred Up,/m/starred_up,32,84,16801,28,111,1,54915,28,111
5604,Starship Troopers,/m/starship_troopers,57,70,224146,14,40,23,121214377,14,50
5605,Starsky & Hutch,/m/starsky_and_hutch,51,49,383734,47,120,73,170268750,46,186
5606,State Property,/m/state_property,63,74,6504,3,0,12,2106838,3,8
5607,State Property 2,/m/state_property_two,76,83,6989,10,2,12,1691706,10,14
5608,Stateside,/m/stateside,23,60,1909,21,11,35,174318,20,42
5609,The Station Agent,/m/station_agent,21,89,34761,39,150,9,8679814,38,140
5610,Stay,/m/stay,49,70,73100,37,33,91,8342132,37,114
5614,Stay Hungry,/m/stay_hungry,23,40,2521,4,9,4,24854765,4,11
5615,Stay Tuned,/m/stay_tuned,54,55,8207,1,6,9,10736401,1,7
5616,Staying Alive,/m/staying_alive,16,39,17932,6,0,25,64892670,6,19
5617,Stealing Home,/m/stealing_home,19,78,5382,1,2,8,7467504,1,1
5618,Steel Magnolias,/m/steel_magnolias,45,89,175772,5,21,9,95904091,5,17
5619,Step Up,/m/step_up,114,83,615661,34,21,84,114194847,34,102
5620,Step Up Revolution,/m/step_up_revolution,35,68,65432,26,40,56,140470746,26,90
5621,The Stepford Wives,/m/stepford_wives,55,30,210642,40,44,128,102000000,40,154
5622,Steve Jobs,/m/steve_jobs_2015,43,73,42781,57,263,43,34441873,57,303
5623,Stevie,/m/stevie,17,89,2653,29,68,7,97000,28,70
5624,Stigmata,/m/stigmata,36,63,93530,25,20,70,50041732,24,63
5625,Still Alice,/m/still_alice,18,85,37131,43,170,29,43884652,44,198
5626,The Sting II,/m/sting_2,52,28,1400,3,0,7,6347072,3,7
5627,Stir Crazy,/m/stir_crazy,45,75,19994,1,10,5,101300000,1,5
5628,Stir of Echoes,/m/stir_of_echoes,29,70,65019,29,70,34,21133087,28,92
5629,Stitches,/m/stitches_2012,4,40,1397,3,9,13,95000,3,22
5630,Stoker,/m/stoker_2013,19,60,22997,50,136,60,12077441,50,192
5637,Stomp the Yard,/m/stomp_the_yard,23,82,467981,34,22,67,75511123,34,86
5638,Stone,/m/stone,50,21,16649,27,48,49,9479718,27,95
5639,Stonewall,/m/stonewall_2015,50,85,3185,28,7,66,187674,29,73
5640,Stop-Loss,/m/stop_loss,29,26,748288,39,92,50,11207130,39,138
5641,Stop Making Sense,/m/stop_making_sense,9,98,7228,4,35,1,4978922,4,19
5642,Stop! Or My Mom Will Shoot,/m/stop_or_my_mom_will_shoot,46,21,52906,7,2,24,70611210,7,17
5643,Storks,/m/storks,16,62,24783,32,90,46,182379278,32,135
5644,Stormy Monday,/m/stormy_monday,31,48,1417,6,11,4,1791328,5,8
5645,The Story of Us,/m/story_of_us,38,58,30671,27,23,59,58900031,26,60
5646,Straight Outta Compton,/m/straight_outta_compton,88,91,75722,50,209,28,201634991,50,235
5647,Strange Invaders,/m/strange_invaders,27,33,1724,0,5,3,1362303,0,4
5648,Strange Magic,/m/strange_magic,17,52,12224,16,9,49,13603453,16,58
5649,Strange Wilderness,/m/strange_wilderness,14,35,110183,11,1,45,6575282,11,45
5650,Strangeland,/m/strangeland,16,63,10860,3,1,16,631221,3,10
5651,Stranger Than Fiction,/m/stranger_than_fiction,64,85,401878,47,126,48,53653224,47,173
5652,Strangerland,/m/strangerland_2015,12,24,832,18,28,40,17472,18,68
5653,Straw Dogs,/m/straw-dogs-2011,27,34,18915,29,51,73,3251794,29,119
5655,Street Fighter: The Legend of Chun-Li,/m/street_fighter_the_legend_of_chun_li,10,18,207433,12,3,58,12764201,12,59
5656,Street Kings,/m/street_kings,46,58,203510,39,55,97,65569869,39,146
5657,Streets of Fire,/m/streets_of_fire,61,70,8587,1,16,8,8089290,1,11
5658,Strictly Business,/m/strictly_business,36,56,3476,0,0,0,7683267,3,0
5659,Stripes,/m/stripes,65,79,53015,6,31,5,85300000,6,22
5660,Striptease,/m/striptease,49,24,53971,22,8,61,113309743,21,54
5661,Struck by Lightning,/m/struck_by_lightning_2012,37,52,9669,15,10,23,22930,15,33
5662,Stuart Little,/m/stuart_little,31,41,495244,30,64,32,300135367,29,87
5663,Stuart Little 2,/m/stuart_little_2,29,41,179692,36,100,23,169956806,35,118
5664,Stuck in Love,/m/stuck_in_love,23,68,12987,11,25,19,81071,11,44
5665,Stuck on You,/m/stuck_on_you,143,35,133636,43,96,62,33828318,42,140
5666,Submarine,/m/submarine-2010,31,82,25610,42,133,19,864659,42,149
5667,Subway,/m/subway,17,75,6391,0,6,1,390659,0,3
5668,Sucker Punch,/m/sucker_punch_2011,59,47,96566,41,48,168,89792502,41,213
5669,Sudden Impact,/m/sudden_impact,54,54,21854,5,20,15,67642693,5,24
5670,Suffragette,/m/suffragette,21,68,16977,48,154,58,16002420,49,210
5671,Sugar & Spice,/m/sugar_and_spice,44,42,54656,20,21,54,13276953,20,65
5672,Suicide Squad,/m/suicide_squad_2016,53,59,145029,60,99,267,745600054,60,364
5673,Sukiyaki Western Django,/m/sukiyaki_western_django,14,57,10314,17,31,24,2725258,17,52
5674,Sully,/m/sully,9,84,48328,51,286,48,238470033,0,79
5675,The Sum of All Fears,/m/sum_of_all_fears,97,49,89458,39,102,71,193000000,35,141
5676,Summer Catch,/m/summer_catch,47,41,50030,29,7,84,19693891,28,89
5677,Summer Rental,/m/summer_rental,49,51,9611,1,2,13,24689703,1,6
5678,Sunset,/m/sunset,66,30,2684,5,3,10,4594452,5,9
5682,Sunset Boulevard,/m/sunset_boulevard,62,95,53324,11,62,1,5000000,11,49
5685,Sunshine Cleaning,/m/sunshine_cleaning,14,63,180666,47,129,45,16174377,44,158
5686,Sunshine Superman,/m/sunshine_superman,1,67,1817,25,55,5,88097,25,60
5687,The Super,/m/super,49,42,6944,0,0,0,11000863,2,1
5689,Super,/m/super-2010,49,55,22834,31,60,63,324138,31,120
5690,Super 8,/m/super_8,49,75,135134,53,231,54,260095987,53,280
5691,Superbabies: Baby Geniuses 2,/m/super_babies_baby_geniuses_2,41,24,6969,20,0,45,9109322,20,45
5692,Super Capers,/m/super_capers,19,14,2480,7,0,17,30955,7,17
5693,Super Size Me,/m/super_size_me,17,72,271774,41,157,13,28575078,40,150
5694,Super Troopers,/m/super_troopers,37,90,262797,23,31,57,18492362,23,74
5695,Superbad,/m/superbad,52,87,634333,53,181,26,121463226,53,207
5697,Supercross,/m/supercross,26,62,47223,21,4,70,3102550,21,73
5698,Supergirl,/m/supergirl,58,26,49199,6,3,28,14296438,6,23
5699,Superman II,/m/superman_ii,53,76,239819,10,43,7,190458706,10,41
5700,Superman III,/m/superman_iii,44,23,167122,7,12,35,75850624,7,32
5701,Superman IV: The Quest for Peace,/m/superman_iv_the_quest_for_peace,36,16,65926,11,5,39,19300000,10,35
5702,Man of Steel,/m/superman_man_of_steel,82,75,448127,56,184,145,662845518,55,322
5703,Superman Returns,/m/superman_returns,60,61,516925,52,197,66,391081192,52,259
5704,Superman,/m/superman_the_movie,19,86,285850,12,63,4,300218018,12,54
5705,"Surfer, Dude",/m/surfer_dude,10,26,7446,9,0,18,69497,8,17
5706,Surf's Up,/m/surfs_up,44,70,631195,40,116,31,149044513,40,142
5707,Surveillance,/m/surveillance,22,43,31895,21,41,34,1115493,20,72
5708,Surviving Christmas,/m/surviving_christmas,59,29,28464,33,8,107,14793624,33,114
5709,Surviving Picasso,/m/surviving_picasso,14,60,4038,7,6,13,1985001,7,5
5710,Surviving the Game,/m/surviving_the_game,21,47,8000,2,4,12,7690013,2,7
5711,Suspect Zero,/m/suspect_zero,41,38,11757,35,23,106,13000000,34,120
5712,The Swan Princess,/m/swan_princess,10,66,53240,3,6,5,9771658,3,3
5713,S.W.A.T.,/m/swat,71,52,273520,43,78,87,116643346,42,154
5714,Sweeney Todd: The Demon Barber of Fleet Street,/m/sweeney_todd_the_demon_barber_of_fleet_street_2007,14,81,1695874,49,193,33,152000000,48,221
5715,Sweet Hearts Dance,/m/sweet_hearts_dance,40,37,1440,1,5,5,3790493,1,6
5716,The Sweet Hereafter,/m/sweet_hereafter,26,86,11620,18,58,0,3263585,17,44
5717,Sweet Home Alabama,/m/sweet_home_alabama,55,78,802665,36,61,98,180622424,35,138
5718,The Sweetest Thing,/m/sweetest_thing,61,65,199714,30,28,80,68696770,29,98
5719,Swimfan,/m/swimfan,27,32,49873,21,14,78,34411240,21,88
5720,Swimming Pool,/m/swimming_pool,16,67,29846,40,128,26,22441323,40,135
5721,Swing Kids,/m/swing_kids,43,79,27930,4,9,8,5632086,4,9
5722,Swing Vote,/m/swing_vote,100,41,98256,39,56,92,17600000,39,141
5723,Swingers,/m/swingers,59,89,58532,13,47,7,4505922,13,42
5724,Swiss Army Man,/m/swiss_army_man,10,72,16892,36,142,59,4210454,37,200
5725,Switchback,/m/switchback,55,46,7440,6,8,17,6482195,6,7
5726,Swoon,/m/swoon,107,66,1008,1,7,3,340147,1,6
5727,The Sword in the Stone,/m/sword_in_the_stone,12,73,194036,4,18,9,22182353,4,21
5728,Swordfish,/m/swordfish,55,60,244560,37,36,102,147080413,36,118
5729,Sydney White,/m/sydney_white,34,70,789544,26,30,54,13620075,26,77
5730,Sympathy for Lady Vengeance,/m/sympathy_for_lady_vengeance,48,87,60996,27,65,21,23803308,26,83
5731,Sympathy for Mr. Vengeance,/m/sympathy_for_mr_vengeance_2002,15,85,39048,15,30,26,1954937,15,54
5732,Syriana,/m/syriana,28,67,226829,50,143,54,94000000,50,190
5733,T2 Trainspotting,/m/t2_trainspotting,6,78,16126,45,195,47,41412709,45,240
5734,Table 19,/m/table_19,7,40,7586,30,29,84,3305592,30,113
5735,Tadpole,/m/tadpole,20,57,5147,33,83,24,2891288,31,95
5736,The Tailor of Panama,/m/tailor_of_panama,35,46,12518,36,89,27,28008462,36,98
5737,Take Me Home Tonight,/m/take_me_home_tonight,46,42,36989,34,31,82,6928068,34,111
5738,Take Shelter,/m/take_shelter,36,81,25645,43,149,13,3099314,43,161
5739,Take the Lead,/m/take_the_lead,30,77,369461,36,52,68,34742066,36,117
5740,Taken,/m/taken,22,85,738761,44,99,73,226830568,44,169
5741,Taken 2,/m/taken_2_2012,58,52,212311,39,37,132,376141306,39,166
5742,Taken 3,/m/taken_3,68,44,67991,29,15,103,325771424,30,118
5743,Takers,/m/takers,70,62,125452,25,32,80,69055695,25,111
5744,Taking Lives,/m/taking_lives,45,55,69456,39,35,124,65470529,38,141
5745,The Tale of Despereaux,/m/tale_of_despereaux,17,44,163690,33,62,47,50877145,32,104
5746,The Talented Mr. Ripley,/m/talented_mr_ripley,17,80,131505,35,110,22,128798265,34,118
5747,Tales from the Darkside: The Movie,/m/tales_from_the_darkside_the_movie,28,44,9297,5,7,11,16324573,5,14
5748,Talk Radio,/m/talk_radio,32,81,6751,13,40,9,3468572,11,35
5749,Talk to Her,/m/talk_to_her,44,93,52982,38,121,10,51001550,38,128
5750,Talk to Me,/m/talk_to_me,21,77,41542,43,107,23,4778376,43,127
5751,Talladega Nights: The Ballad of Ricky Bobby,/m/talladega_nights_the_ballad_of_ricky_bobby,56,73,554366,47,132,54,162966177,47,181
5752,Tamara,/m/tamara,10,38,92213,9,9,19,206871,9,25
5753,Tammy,/m/tammy_2014,41,36,57546,47,43,138,100525432,47,180
5754,Tangerine,/m/tangerine_2015,63,76,11290,35,148,6,702354,35,153
5755,Tangled,/m/tangled,35,87,150283,47,200,24,591794936,46,220
5756,Tango & Cash,/m/tango_and_cash,73,52,60051,9,14,31,63408614,8,33
5757,Tank Girl,/m/tank_girl,73,63,49619,12,15,24,4064495,11,30
5758,Tap,/m/tap,58,69,2065,2,4,4,9114702,2,1
5759,Tape,/m/tape,3,76,8660,29,76,23,490475,29,93
5760,Tapeheads,/m/tapeheads,58,46,4475,5,9,6,343786,5,10
5761,Taps,/m/taps,52,67,9652,5,16,8,35856053,5,18
5762,Tarzan,/m/tarzan,10,75,370152,28,93,12,448000000,27,97
5766,Taxi,/m/taxi,47,43,183791,30,10,96,268254,30,100
5768,Taxi Driver,/m/taxi_driver,38,93,259981,18,82,2,28262574,18,79
5769,Taxi to the Dark Side,/m/taxi_to_the_dark_side,20,90,7419,29,93,0,274661,29,92
5770,Teaching Mrs. Tingle,/m/teaching_mrs_tingle,14,31,45081,25,13,57,8946237,24,56
5771,Team America: World Police,/m/team_america_world_police,7,80,402801,41,151,46,50907422,41,180
5772,Tears of the Sun,/m/tears_of_the_sun,77,69,119709,41,51,104,85632458,40,142
5773,Ted 2,/m/ted_2,77,50,65173,45,92,111,217022588,44,199
5774,Ted,/m/ted_2012,47,73,375229,45,146,68,549368315,45,213
5775,Teen Witch,/m/teen_witch,20,75,12504,0,3,5,27843,0,6
5776,Teenage Mutant Ninja Turtles,/m/teenage_mutant_ninja_turtles_2013,28,51,131934,41,33,118,202000000,41,149
5778,Teenage Mutant Ninja Turtles III,/m/teenage_mutant_ninja_turtles_iii,30,34,92008,7,7,24,42000000,7,24
5779,Teenage Mutant Ninja Turtles: Out of the Shadows,/m/teenage_mutant_ninja_turtles_out_of_the_shadows,51,47,53537,27,62,107,245623848,27,166
5780,10 to Midnight,/m/ten_to_midnight,39,50,12363,1,3,6,7175592,1,7
5781,Tenacious D in The Pick of Destiny,/m/tenacious_d_in_the_pick_of_destiny,44,67,436401,41,65,58,13405595,41,120
5782,Term Life,/m/term_life,43,30,1472,4,0,7,21256,4,7
5783,Terminal Velocity,/m/terminal_velocity,37,22,12368,5,5,20,16478900,5,9
5784,The Terminator,/m/terminator,45,89,775856,14,61,0,78371200,14,54
5785,Terminator 2: Judgment Day,/m/terminator_2_judgment_day,51,94,748320,26,75,6,520000000,25,75
5786,Terminator Salvation,/m/terminator_4,26,54,884728,52,92,185,371353001,50,270
5787,Terminator Genisys,/m/terminator_genisys,46,53,82129,43,69,189,440603537,43,258
5788,Terri,/m/terri_2011,24,60,7314,35,83,13,144633,35,93
5789,Testament,/m/testament,28,74,1257,3,7,2,2044892,3,7
